id,name,address,map_link,latitude,longitude,rating,open_hours,website,phone
1521,Phố Bistro,131 Thống Nhất Nha Trang 650000 Khánh Hòa Province,https://www.bing.com/maps?cp=12.251315116882324%7E109.18743133544922&lvl=17.0&q=Ph%E1%BB%91%20Bistro%20%2C%20131%20Th%E1%BB%91ng%20Nh%E1%BA%A5t%20Nha%20Trang%20650000%20Kh%C3%A1nh%20H%C3%B2a%20Province,12.25131512,109.1874313,5.0,Closed · Opens 3 PM,,0258 3813 996
1522,Phở Tân Thành,"112, Trần Quý Cáp Nha Trang 650000 Khánh Hòa Province",https://www.bing.com/maps?cp=12.252077102661133%7E109.18730926513672&lvl=17.0&q=Ph%E1%BB%9F%20T%C3%A2n%20Th%C3%A0nh%20%2C%20112%2C%20Tr%E1%BA%A7n%20Qu%C3%BD%20C%C3%A1p%20Nha%20Trang%20650000%20Kh%C3%A1nh%20H%C3%B2a%20Province,12.2520771,109.1873093,,,,0258 3825 793
1523,Bun Thit Nuong HVT,163 Hoang Van Thu Nha Trang,https://www.bing.com/maps?cp=12.250102043151855%7E109.18608093261719&lvl=17.0&q=Bun%20Thit%20Nuong%20HVT%20%2C%20163%20Hoang%20Van%20Thu%20Nha%20Trang,12.25010204,109.1860809,,,,0583 827 038
1524,Red Onion Restaurant,18 Tran Phu St. Nha Trang I- Khanh Hoa Province,https://www.bing.com/maps?cp=12.249350547790527%7E109.19641876220703&lvl=17.0&q=Red%20Onion%20Restaurant%20%2C%2018%20Tran%20Phu%20St.%20Nha%20Trang%20I-%20Khanh%20Hoa%20Province,12.24935055,109.1964188,,,https://yasanhatrang.com/,0258 3820 090
1525,Ha Yen - Mi Xu Quang,26b Hai Ba Trung Nha Trang Trang Khanh Hoa Province,https://www.bing.com/maps?cp=12.251842498779297%7E109.19361877441406&lvl=17.0&q=Ha%20Yen%20-%20Mi%20Xu%20Quang%20%2C%2026b%20Hai%20Ba%20Trung%20Nha%20Trang%20Trang%20Khanh%20Hoa%20Province,12.2518425,109.1936188,,,,094 453 07 09
1526,Quán Nem Vũ Thành An,"15 Lê Lợi, Xương Huân, Nha Trang, Khánh Hòa 650000, Vietnam Nha Trang 650000 Khánh Hòa Province",https://www.bing.com/maps?cp=12.25358772277832%7E109.19388580322266&lvl=17.0&q=Qu%C3%A1n%20Nem%20V%C5%A9%20Th%C3%A0nh%20An%20%2C%2015%20L%C3%AA%20L%E1%BB%A3i%2C%20X%C6%B0%C6%A1ng%20Hu%C3%A2n%2C%20Nha%20Trang%2C%20Kh%C3%A1nh%20H%C3%B2a%20650000%2C%20Vietnam%20Nha%20Trang%20650000%20Kh%C3%A1nh%20H%C3%B2a%20Province,12.25358772,109.1938858,,,,0258 3824 024
1527,Goc Tien,1a Lý Tự Trọng (trần Hưng Đạo) Nha Trang Vietnam Khanh Hoa Province,https://www.bing.com/maps?cp=12.247629165649414%7E109.19452667236328&lvl=17.0&q=Goc%20Tien%20%2C%201a%20L%C3%BD%20T%E1%BB%B1%20Tr%E1%BB%8Dng%20(tr%E1%BA%A7n%20H%C6%B0ng%20%C4%90%E1%BA%A1o)%20Nha%20Trang%20Vietnam%20Khanh%20Hoa%20Province,12.24762917,109.1945267,,,,0582 210 308
1528,Bun bo Hue O Thi,20a Phan Chu Trinh Nha Trang 650000 Khanh Hoa Province,https://www.bing.com/maps?cp=12.252429962158203%7E109.193115234375&lvl=17.0&q=Bun%20bo%20Hue%20O%20Thi%20%2C%2020a%20Phan%20Chu%20Trinh%20Nha%20Trang%20650000%20Khanh%20Hoa%20Province,12.25242996,109.1931152,,,https://www.foody.vn/khanh-hoa/bun-bo-hue-ha,0583 821 200
1529,Hanabusa Japanese Restaurant,"12-14 Tran Phu St., Nha Trang City, Nha Trang Khánh Hòa",https://www.bing.com/maps?cp=12.219766616821289%7E109.2040786743164&lvl=17.0&q=Hanabusa%20Japanese%20Restaurant%20%2C%2012-14%20Tran%20Phu%20St.%2C%20Nha%20Trang%20City%2C%20Nha%20Trang%20Kh%C3%A1nh%20H%C3%B2a,12.21976662,109.2040787,,,,
1530,Quán Bò Né 3 Ngon 36 Hoàng Diệu,"36 Hoàng Diệu, Vĩnh Hoà, Thành phố Nha Trang, Khánh Hòa, Việt Nam",https://www.bing.com/maps?cp=12.220550537109375%7E109.20003509521484&lvl=17.0&q=Qu%C3%A1n%20B%C3%B2%20N%C3%A9%203%20Ngon%2036%20Ho%C3%A0ng%20Di%E1%BB%87u%20%2C%2036%20Ho%C3%A0ng%20Di%E1%BB%87u%2C%20V%C4%A9nh%20Ho%C3%A0%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Nha%20Trang%2C%20Kh%C3%A1nh%20H%C3%B2a%2C%20Vi%E1%BB%87t%20Nam,12.22055054,109.2000351,,,https://www.foody.vn/khanh-hoa/bo-ne-3-ngon-hoang-dieu,
1531,Ocean Seafoods,"322 Da Tuong, Vinh Nguyen Ward, Vĩnh Nguyên Khánh Hòa",https://www.bing.com/maps?cp=12.21900463104248%7E109.20401000976562&lvl=17.0&q=Ocean%20Seafoods%20%2C%20322%20Da%20Tuong%2C%20Vinh%20Nguyen%20Ward%2C%20V%C4%A9nh%20Nguy%C3%AAn%20Kh%C3%A1nh%20H%C3%B2a,12.21900463,109.20401,,,,
1532,Quán Phở Bắc Hải,"12,Đường Trần Phú Nha Trang Khánh Hòa",https://www.bing.com/maps?cp=12.219919204711914%7E109.20381164550781&lvl=17.0&q=Qu%C3%A1n%20Ph%E1%BB%9F%20B%E1%BA%AFc%20H%E1%BA%A3i%20%2C%2012%2C%C4%90%C6%B0%E1%BB%9Dng%20Tr%E1%BA%A7n%20Ph%C3%BA%20Nha%20Trang%20Kh%C3%A1nh%20H%C3%B2a,12.2199192,109.2038116,,,,0258 3882 657
1533,Hải Sản Quốc Toản,"255 Nguyễn Văn Linh, Hòn Rớ, Nha Trang, Khánh Hòa, Việt Nam",https://www.bing.com/maps?cp=12.203492164611816%7E109.19344329833984&lvl=17.0&q=H%E1%BA%A3i%20S%E1%BA%A3n%20Qu%E1%BB%91c%20To%E1%BA%A3n%20%2C%20255%20Nguy%E1%BB%85n%20V%C4%83n%20Linh%2C%20H%C3%B2n%20R%E1%BB%9B%2C%20Nha%20Trang%2C%20Kh%C3%A1nh%20H%C3%B2a%2C%20Vi%E1%BB%87t%20Nam,12.20349216,109.1934433,,,,0373 667 287
1534,Hai San Ben Cang,"307-309 Nguyen Van Linh, Phuoc Dong Nha Trang 650000",https://www.bing.com/maps?cp=12.204693794250488%7E109.1904296875&lvl=17.0&q=Hai%20San%20Ben%20Cang%20%2C%20307-309%20Nguyen%20Van%20Linh%2C%20Phuoc%20Dong%20Nha%20Trang%20650000,12.20469379,109.1904297,,Open 24 hours,,094 351 13 12
1535,Sammari,"78 Port Street No 2 - Warehouse, Vinh Nguyen Ward, Vĩnh Nguyên Khánh Hòa",https://www.bing.com/maps?cp=12.212789535522461%7E109.21153259277344&lvl=17.0&q=Sammari%20%2C%2078%20Port%20Street%20No%202%20-%20Warehouse%2C%20Vinh%20Nguyen%20Ward%2C%20V%C4%A9nh%20Nguy%C3%AAn%20Kh%C3%A1nh%20H%C3%B2a,12.21278954,109.2115326,,,,090 530 96 59
1536,Ao Dai Dinner Show,9C Tran Phu Nha Trang,https://www.bing.com/maps?cp=12.213075637817383%7E109.2112808227539&lvl=17.0&q=Ao%20Dai%20Dinner%20Show%20%2C%209C%20Tran%20Phu%20Nha%20Trang,12.21307564,109.2112808,,Closed · Opens 6 PM,,090 945 49 04
1537,Phở Bò Úc 5 Viên Nha Trang,42 Trần Phú Nha Trang 123456 Khánh Hòa,https://www.bing.com/maps?cp=12.213422775268555%7E109.2105484008789&lvl=17.0&q=Ph%E1%BB%9F%20B%C3%B2%20%C3%9Ac%205%20Vi%C3%AAn%20Nha%20Trang%20%2C%2042%20Tr%E1%BA%A7n%20Ph%C3%BA%20Nha%20Trang%20123456%20Kh%C3%A1nh%20H%C3%B2a,12.21342278,109.2105484,,,https://www.facebook.com/phobouc5viennhatrang/,0382 479 999
1538,Quán Cơm Phở,"685,Đường Lê Hồng Phong Nha Trang Khánh Hòa",https://www.bing.com/maps?cp=12.216354370117188%7E109.19052124023438&lvl=17.0&q=Qu%C3%A1n%20C%C6%A1m%20Ph%E1%BB%9F%20%2C%20685%2C%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20H%E1%BB%93ng%20Phong%20Nha%20Trang%20Kh%C3%A1nh%20H%C3%B2a,12.21635437,109.1905212,,,,
1539,Roly Like Buffet,86B Đường Trần Phú Nha Trang 57106,https://www.bing.com/maps?cp=12.230353355407715%7E109.1985092163086&lvl=17.0&q=Roly%20Like%20Buffet%20%2C%2086B%20%C4%90%C6%B0%E1%BB%9Dng%20Tr%E1%BA%A7n%20Ph%C3%BA%20Nha%20Trang%2057106,12.23035336,109.1985092,,Closed · Opens 4 PM,,0338 063 328
1540,"Thien Thanh Restaurant, Nha Trang",386-388 Le Hong Phong Nha Trang 058 Khanh Hoa Province,https://www.bing.com/maps?cp=12.222164154052734%7E109.18574523925781&lvl=17.0&q=Thien%20Thanh%20Restaurant%2C%20Nha%20Trang%20%2C%20386-388%20Le%20Hong%20Phong%20Nha%20Trang%20058%20Khanh%20Hoa%20Province,12.22216415,109.1857452,,,,0583 880 195
1541,Lang Nghe Restaurant,119 Le Loi Street Da Nang 550000,https://www.bing.com/maps?cp=16.075109481811523%7E108.21988677978516&lvl=17.0&q=Lang%20Nghe%20Restaurant%20%2C%20119%20Le%20Loi%20Street%20Da%20Nang%20550000,16.07510948,108.2198868,4.5,Open · Closes 10:30 PM,https://www.nhahanglangnghe.com/,0793 511 119
1542,Limoncello,212 Tran Phu Street Da Nang 550000,https://www.bing.com/maps?cp=16.063806533813477%7E108.22335815429688&lvl=17.0&q=Limoncello%20%2C%20212%20Tran%20Phu%20Street%20Da%20Nang%20550000,16.06380653,108.2233582,4.5,Closed · Opens 11 AM,https://limoncellovn.com/contact/,0236 3561 064
1543,Dong Duong Restaurant,"18 Tran Phu Street, Hai Châu District Da Nang 550000",https://www.bing.com/maps?cp=16.065595626831055%7E108.22358703613281&lvl=17.0&q=Dong%20Duong%20Restaurant%20%2C%2018%20Tran%20Phu%20Street%2C%20Hai%20Ch%C3%A2u%20District%20Da%20Nang%20550000,16.06559563,108.223587,3.5,Closed · Opens tomorrow 9:30 AM,http://www.dongduongrestaurantdn.com.vn/,0236 3889 689
1544,Happy Bread - Mi AA,"14 Hung Vuong Hai Chau 1, Hai Chau Đà Nẵng 550000 ベトナム",https://www.bing.com/maps?cp=16.068613052368164%7E108.224609375&lvl=17.0&q=Happy%20Bread%20-%20Mi%20AA%20%2C%2014%20Hung%20Vuong%20Hai%20Chau%201%2C%20Hai%20Chau%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%20%E3%83%99%E3%83%88%E3%83%8A%E3%83%A0,16.06861305,108.2246094,4.0,Open · Closes 9:30 PM,,093 510 06 61
1545,Truc Lam Vien Restaurants & Coffee,08-10 Tran Quy Cap Da Nang 550000 Vietnam,https://www.bing.com/maps?cp=16.08145523071289%7E108.22186279296875&lvl=17.0&q=Truc%20Lam%20Vien%20Restaurants%20%26%20Coffee%20%2C%2008-10%20Tran%20Quy%20Cap%20Da%20Nang%20550000%20Vietnam,16.08145523,108.2218628,4.0,Open · Closes 10 PM,https://truclamvien.com.vn/,093 419 82 64
1546,Mi Quang 1A,"1A Hai Phong, Hai Chau Dist Da Nang",https://www.bing.com/maps?cp=16.07248878479004%7E108.21916961669922&lvl=17.0&q=Mi%20Quang%201A%20%2C%201A%20Hai%20Phong%2C%20Hai%20Chau%20Dist%20Da%20Nang,16.07248878,108.2191696,4.0,,https://vickypham.com/blog/central-vietnams-must-eat-noodle-dish-mi-quang/,0236 3827 936
1547,Gogi House,"Ngo Quyen Street, An Hai Bac Ward, Son Tra District, L4-19+20 Vincom Shopping Mall Da Nang 550000",https://www.bing.com/maps?cp=16.071617126464844%7E108.23058319091797&lvl=17.0&q=Gogi%20House%20%2C%20Ngo%20Quyen%20Street%2C%20An%20Hai%20Bac%20Ward%2C%20Son%20Tra%20District%2C%20L4-19%2B20%20Vincom%20Shopping%20Mall%20Da%20Nang%20550000,16.07161713,108.2305832,3.0,,https://gogi.com.vn/,0236 7300 503
1548,Pho Bac 63,203 Dong Da Street Đà Nẵng I- Da Nang,https://www.bing.com/maps?cp=16.07624626159668%7E108.21570587158203&lvl=17.0&q=Pho%20Bac%2063%20%2C%20203%20Dong%20Da%20Street%20%C4%90%C3%A0%20N%E1%BA%B5ng%20I-%20Da%20Nang,16.07624626,108.2157059,,Open · Closes 11 PM,http://phobac63.business.site/,0236 3834 085
1549,Akataiyo Restaurant,"54 Nguyen Du, Thach Thang Ward, Hai Chau District Da Nang 550000",https://www.bing.com/maps?cp=16.078468322753906%7E108.21867370605469&lvl=17.0&q=Akataiyo%20Restaurant%20%2C%2054%20Nguyen%20Du%2C%20Thach%20Thang%20Ward%2C%20Hai%20Chau%20District%20Da%20Nang%20550000,16.07846832,108.2186737,4.5,Open · Closes 2 PM,https://www.facebook.com/mattroidodn/,0782 521 111
1550,Bún Bò Hà,"229 Đống Đa, Hải Châu, Đà Nẵng Da Nang 023638",https://www.bing.com/maps?cp=16.075515747070312%7E108.21526336669922&lvl=17.0&q=B%C3%BAn%20B%C3%B2%20H%C3%A0%20%2C%20229%20%C4%90%E1%BB%91ng%20%C4%90a%2C%20H%E1%BA%A3i%20Ch%C3%A2u%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20Da%20Nang%20023638,16.07551575,108.2152634,,Open · Closes 1:15 PM,https://www.facebook.com/bunboha/,090 590 40 35
1551,Dim Sum Restaurant,45/1 Ngo Gia Tu Da Nang 550000 Da Nang,https://www.bing.com/maps?cp=16.069379806518555%7E108.21731567382812&lvl=17.0&q=Dim%20Sum%20Restaurant%20%2C%2045%2F1%20Ngo%20Gia%20Tu%20Da%20Nang%20550000%20Da%20Nang,16.06937981,108.2173157,4.5,Open · Closes 9 PM,https://www.facebook.com/people/Qu%C3%A1n-%C4%83n-Dim-Sum-45A1-Ng%C3%B4-Gia-T%E1%BB%B1/100063554261054/,094 502 22 52
1552,BIN Restaurant,05 Yen Bai Da Nang 550900 Da Nang,https://www.bing.com/maps?cp=16.070180892944336%7E108.22284698486328&lvl=17.0&q=BIN%20Restaurant%20%2C%2005%20Yen%20Bai%20Da%20Nang%20550900%20Da%20Nang,16.07018089,108.222847,3.5,Open · Closes 1:30 PM,https://www.facebook.com/binrestaurant/,+51 1 3817233
1553,The Heart Restaurant,"391/19, Railay East, Ao Nang 81180",https://www.bing.com/maps?cp=16.063615798950195%7E108.2311782836914&lvl=17.0&q=The%20Heart%20Restaurant%20%2C%20391%2F19%2C%20Railay%20East%2C%20Ao%20Nang%2081180,16.0636158,108.2311783,4.5,,https://www.facebook.com/people/THE-HEART-RESTAURANT/100054263841137/,090 914 1975
1554,Danang Food Center,"A30 Tran Hung Dao, Son Tra District Da Nang 59000 Đà Nẵng",https://www.bing.com/maps?cp=16.062171936035156%7E108.23026275634766&lvl=17.0&q=Danang%20Food%20Center%20%2C%20A30%20Tran%20Hung%20Dao%2C%20Son%20Tra%20District%20Da%20Nang%2059000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06217194,108.2302628,,,https://danangfoodcenter.weebly.com/,097 189 88 79
1555,Minh Trang Restaurant,14 Le Thanh Ton Da Nang 550000 Đà Nẵng,https://www.bing.com/maps?cp=16.073720932006836%7E108.21920013427734&lvl=17.0&q=Minh%20Trang%20Restaurant%20%2C%2014%20Le%20Thanh%20Ton%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.07372093,108.2192001,,Open · Closes 11 AM,,090 534 15 29
1556,Cơm Gà Gia Vĩnh,"129 Lý Tự Trọng Da Nang, Vietnam 550000 Da Nang",https://www.bing.com/maps?cp=16.0776309967041%7E108.21502685546875&lvl=17.0&q=C%C6%A1m%20G%C3%A0%20Gia%20V%C4%A9nh%20%2C%20129%20L%C3%BD%20T%E1%BB%B1%20Tr%E1%BB%8Dng%20Da%20Nang%2C%20Vietnam%20550000%20Da%20Nang,16.077631,108.2150269,,Open · Closes 9 PM,https://www.facebook.com/comgagiavinh1,093 555 55 14
1557,Bun Cha ca 109,"109 Nguyen Chi Thanh, Hai Chau District Da Nang",https://www.bing.com/maps?cp=16.074562072753906%7E108.22071838378906&lvl=17.0&q=Bun%20Cha%20ca%20109%20%2C%20109%20Nguyen%20Chi%20Thanh%2C%20Hai%20Chau%20District%20Da%20Nang,16.07456207,108.2207184,4.0,,https://www.amthucxeo.com/,094 571 31 71
1558,Bún đậu cô Hạnh - Đà Nẵng,"153 Nguyen Du Thach Thang, Hai Chau Da Nang 550000 Thành Phố Đà Nẵng",https://www.bing.com/maps?cp=16.078290939331055%7E108.21725463867188&lvl=17.0&q=B%C3%BAn%20%C4%91%E1%BA%ADu%20c%C3%B4%20H%E1%BA%A1nh%20-%20%C4%90%C3%A0%20N%E1%BA%B5ng%20%2C%20153%20Nguyen%20Du%20Thach%20Thang%2C%20Hai%20Chau%20Da%20Nang%20550000%20Th%C3%A0nh%20Ph%E1%BB%91%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.07829094,108.2172546,,Open · Closes 11 PM,https://www.facebook.com/bundaucohanh/,094 380 68 86
1559,Happybread 76,"76 Hùng Vương, Hải Châu Da Nang 55000 Da Nang",https://www.bing.com/maps?cp=16.068601608276367%7E108.22290802001953&lvl=17.0&q=Happybread%2076%20%2C%2076%20H%C3%B9ng%20V%C6%B0%C6%A1ng%2C%20H%E1%BA%A3i%20Ch%C3%A2u%20Da%20Nang%2055000%20Da%20Nang,16.06860161,108.222908,,Open · Closes 9:30 PM,https://www.facebook.com/happybread76/,0764 926 403
1560,Indochina Riverside Food Court,"74 Bach Dang Street, Hai Chau Da Nang 550000 Da Nang",https://www.bing.com/maps?cp=16.070180892944336%7E108.22509765625&lvl=17.0&q=Indochina%20Riverside%20Food%20Court%20%2C%2074%20Bach%20Dang%20Street%2C%20Hai%20Chau%20Da%20Nang%20550000%20Da%20Nang,16.07018089,108.2250977,,Open · Closes 10 PM,http://www.indochinariverside.com/index.php/en/food-court,091 394 46 66
1561,"Brasserie Nam, Da Nang",50 Bach Dang Hai Chau Đà Nẵng 550000 Đà Nẵng,https://www.bing.com/maps?cp=16.073671340942383%7E108.22466278076172&lvl=17.0&q=Brasserie%20Nam%2C%20Da%20Nang%20%2C%2050%20Bach%20Dang%20Hai%20Chau%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.07367134,108.2246628,4.5,Closes in 2 mins,https://eatdrinkhilton.com/brasserie-nam/,0236 3874 000
1562,Ancient VietNam Restaurant,140 Tran Bach Dang Da Nang 550000 Đà Nẵng,https://www.bing.com/maps?cp=16.067203521728516%7E108.22489929199219&lvl=17.0&q=Ancient%20VietNam%20Restaurant%20%2C%20140%20Tran%20Bach%20Dang%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06720352,108.2248993,,Open · Closes 10:30 PM,,097 701 60 16
1563,Phở 29,"5 Trần Quốc Toản & 187A Trần Phú , Da Nang",https://www.bing.com/maps?cp=16.06304359436035%7E108.23028564453125&lvl=17.0&q=Ph%E1%BB%9F%2029%20%2C%205%20Tr%E1%BA%A7n%20Qu%E1%BB%91c%20To%E1%BA%A3n%20%26%20187A%20Tr%E1%BA%A7n%20Ph%C3%BA%20%2C%20Da%20Nang,16.06304359,108.2302856,4.0,Open 24 hours,https://www.facebook.com/pho29/,093 691 89 86
1564,Bánh tráng nướng mắm Phan Rang,"41 Nguyễn Du, Thạch Thang, Hải Châu, Đà Nẵng 388938 Đà Nẵng",https://www.bing.com/maps?cp=16.07878303527832%7E108.22120666503906&lvl=17.0&q=B%C3%A1nh%20tr%C3%A1ng%20n%C6%B0%E1%BB%9Bng%20m%E1%BA%AFm%20Phan%20Rang%20%2C%2041%20Nguy%E1%BB%85n%20Du%2C%20Th%E1%BA%A1ch%20Thang%2C%20H%E1%BA%A3i%20Ch%C3%A2u%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20388938%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.07878304,108.2212067,,Closed · Opens 3 PM,https://www.facebook.com/0305871980yen/,090 354 49 77
1565,Thuy Vegetarian Restaurant,122 Đường Hoàng Diệu Quận Hải Châu 50210,https://www.bing.com/maps?cp=16.063920974731445%7E108.21843719482422&lvl=17.0&q=Thuy%20Vegetarian%20Restaurant%20%2C%20122%20%C4%90%C6%B0%E1%BB%9Dng%20Ho%C3%A0ng%20Di%E1%BB%87u%20Qu%E1%BA%ADn%20H%E1%BA%A3i%20Ch%C3%A2u%2050210,16.06392097,108.2184372,4.0,Closed · Opens 6 PM,https://www.facebook.com/QuanChayThuy1992/,0236 2217 112
1566,Nieu Do Restaurant,"07 Phan Boi Chau, Hai Chau Da Nang 550000",https://www.bing.com/maps?cp=16.068523406982422%7E108.23502349853516&lvl=17.0&q=Nieu%20Do%20Restaurant%20%2C%2007%20Phan%20Boi%20Chau%2C%20Hai%20Chau%20Da%20Nang%20550000,16.06852341,108.2350235,4.5,Open · Closes 10 PM,https://nha-hang-com-nieu-nieu-o.business.site/?bw=true&fbclid=IwAR1dlBaT2ONQTYfoA-TG21_maA-sd1D2jnow_PiZ2TOgr99htHsNcz1-_Xk,091 817 17 89
1567,Bep Hen Vietnamese Restaurant,47 Le Hong Phong Da Nang,https://www.bing.com/maps?cp=16.064035415649414%7E108.22108459472656&lvl=17.0&q=Bep%20Hen%20Vietnamese%20Restaurant%20%2C%2047%20Le%20Hong%20Phong%20Da%20Nang,16.06403542,108.2210846,4.5,Open · Closes 2:30 PM,,093 533 77 05
1568,Mappi Do Frog Porridge,54 Nguyen Trai Da Nang Vietnam Da Nang,https://www.bing.com/maps?cp=16.064800262451172%7E108.21566772460938&lvl=17.0&q=Mappi%20Do%20Frog%20Porridge%20%2C%2054%20Nguyen%20Trai%20Da%20Nang%20Vietnam%20Da%20Nang,16.06480026,108.2156677,5.0,Closed · Opens 6 PM,https://www.facebook.com/chaoechmappido/,090 523 20 33
1569,Air Restaurant & Bar,"147 – 149 Tran Hung Dao Street, Son Tra District Da Nang 550000",https://www.bing.com/maps?cp=16.079599380493164%7E108.2288818359375&lvl=17.0&q=Air%20Restaurant%20%26%20Bar%20%2C%20147%20%E2%80%93%20149%20Tran%20Hung%20Dao%20Street%2C%20Son%20Tra%20District%20Da%20Nang%20550000,16.07959938,108.2288818,,Open · Closes 11 PM,http://nangtam.com.vn/,
1570,Miyoshi Japanese Restaurant,"227 Duong Dinh Nghe An Hai Bac, Son Tra Đà Nẵng 550000 Đà Nẵng",https://www.bing.com/maps?cp=16.06941032409668%7E108.23636627197266&lvl=17.0&q=Miyoshi%20Japanese%20Restaurant%20%2C%20227%20Duong%20Dinh%20Nghe%20An%20Hai%20Bac%2C%20Son%20Tra%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06941032,108.2363663,4.5,Closed · Opens 11 AM,https://tableproduce.com/,0768 425 488
1571,Sumo BBQ,"910a Ngo Quyen 4f, Vincom Center Da Nang +84 Vietnam",https://www.bing.com/maps?cp=16.07189178466797%7E108.23094177246094&lvl=17.0&q=Sumo%20BBQ%20%2C%20910a%20Ngo%20Quyen%204f%2C%20Vincom%20Center%20Da%20Nang%20%2B84%20Vietnam,16.07189178,108.2309418,,Open · Closes 9:30 PM,https://sumoyakiniku.com.vn/,0236 3616 356
1572,Indian Curry,"30, An Trung Dong 1 Son Tra Da Nang 550000 Đà Nẵng",https://www.bing.com/maps?cp=16.062170028686523%7E108.23497009277344&lvl=17.0&q=Indian%20Curry%20%2C%2030%2C%20An%20Trung%20Dong%201%20Son%20Tra%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06217003,108.2349701,4.5,Open · Closes 10 PM,https://www.facebook.com/restaurantdanang/,0707 311 084
1573,Family Indian Restaurant 2,"K231/39 Nguyen Cong Tru Street, Son Tra District Da Nang 550000 Da Nang",https://www.bing.com/maps?cp=16.067197799682617%7E108.23990631103516&lvl=17.0&q=Family%20Indian%20Restaurant%202%20%2C%20K231%2F39%20Nguyen%20Cong%20Tru%20Street%2C%20Son%20Tra%20District%20Da%20Nang%20550000%20Da%20Nang,16.0671978,108.2399063,4.5,,,
1574,Papas' Chicken Đà Nẵng,"Lô 6-C1+7-C1 Phạm Văn Đồng, An Bắc Hải Da Nang 02363550837",https://www.bing.com/maps?cp=16.07167625427246%7E108.23397064208984&lvl=17.0&q=Papas'%20Chicken%20%C4%90%C3%A0%20N%E1%BA%B5ng%20%2C%20L%C3%B4%206-C1%2B7-C1%20Ph%E1%BA%A1m%20V%C4%83n%20%C4%90%E1%BB%93ng%2C%20An%20B%E1%BA%AFc%20H%E1%BA%A3i%20Da%20Nang%2002363550837,16.07167625,108.2339706,,Opens in 2 mins,https://www.foody.vn/da-nang/papas-chicken-restaurant,0236 3550 837
1575,Quảng Xuân Restaurants,20 Đường Phạm Văn Đồng Quận Sơn Trà 50409,https://www.bing.com/maps?cp=16.071847915649414%7E108.23355865478516&lvl=17.0&q=Qu%E1%BA%A3ng%20Xu%C3%A2n%20Restaurants%20%2C%2020%20%C4%90%C6%B0%E1%BB%9Dng%20Ph%E1%BA%A1m%20V%C4%83n%20%C4%90%E1%BB%93ng%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%2050409,16.07184792,108.2335587,,,https://www.facebook.com/quangxuanrestaurant/,090 506 62 28
1576,Thùng Phi BBQ,"195 Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng 550000, Việt Nam",https://www.bing.com/maps?cp=16.05528450012207%7E108.2429428100586&lvl=17.0&q=Th%C3%B9ng%20Phi%20BBQ%20%2C%20195%20Nguy%E1%BB%85n%20V%C4%83n%20Tho%E1%BA%A1i%2C%20An%20H%E1%BA%A3i%20%C4%90%C3%B4ng%2C%20S%C6%A1n%20Tr%C3%A0%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vi%E1%BB%87t%20Nam,16.0552845,108.2429428,,,https://www.facebook.com/thungphibbq/,093 454 22 33
1577,Nha Hang 4U Bien,"Lô 1, 2, 3 Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà Da Nang 55000 Đà Nẵng",https://www.bing.com/maps?cp=16.065765380859375%7E108.24569702148438&lvl=17.0&q=Nha%20Hang%204U%20Bien%20%2C%20L%C3%B4%201%2C%202%2C%203%20%C4%90%C6%B0%E1%BB%9Dng%20V%C3%B5%20Nguy%C3%AAn%20Gi%C3%A1p%2C%20Ph%C6%B0%E1%BB%9Dng%20Ph%C6%B0%E1%BB%9Bc%20M%E1%BB%B9%2C%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%20Da%20Nang%2055000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06576538,108.245697,3.0,Open · Closes 11:30 PM,http://www.4urestaurant.vn/,091 455 00 35
